7.62; 11.31; 7.18; 10.25; 12.81; 2019/12/07 10:30
7.68; 11.31; 7.18; 10.31; 12.75; 2019/12/07 11:00
7.87; 11.25; 7.18; 10.25; 12.81; 2019/12/07 11:30
7.87; 11.25; 7.18; 10.25; 12.81; 2019/12/07 12:00
7.87; 11.37; 7.25; 10.31; 12.75; 2019/12/07 12:30
8.06; 11.37; 7.25; 10.43; 12.68; 2019/12/07 13:00
8.12; 11.37; 7.25; 10.37; 12.75; 2019/12/07 13:30
8.25; 11.31; 7.25; 10.31; 12.75; 2019/12/07 14:00
8.37; 11.37; 7.31; 10.31; 12.75; 2019/12/07 14:30
8.43; 11.37; 7.31; 10.37; 12.75; 2019/12/07 15:00
8.37; 11.37; 7.31; 10.37; 12.75; 2019/12/07 15:30
8.25; 11.43; 7.31; 10.43; 12.68; 2019/12/07 16:00
8.18; 11.37; 7.37; 10.43; 12.68; 2019/12/07 16:30
8.12; 11.37; 7.37; 10.43; 12.68; 2019/12/07 17:00
7.93; 11.43; 7.37; 10.37; 12.68; 2019/12/07 17:30
7.93; 11.43; 7.37; 10.43; 12.68; 2019/12/07 18:00
7.93; 11.43; 7.37; 10.56; 12.68; 2019/12/07 18:30
8.00; 11.37; 7.37; 10.37; 12.62; 2019/12/07 19:00
8.00; 11.43; 7.43; 10.43; 12.68; 2019/12/07 19:30
7.93; 11.43; 7.43; 10.50; 12.68; 2019/12/07 20:00
7.68; 11.50; 7.43; 10.56; 12.68; 2019/12/07 20:30
7.81; 11.43; 7.43; 10.56; 12.62; 2019/12/07 21:00
7.81; 11.37; 7.43; 10.50; 12.68; 2019/12/07 21:30
7.75; 11.50; 7.50; 10.56; 12.68; 2019/12/07 22:00
7.87; 11.50; 7.50; 10.56; 12.62; 2019/12/07 22:30
7.87; 11.37; 7.50; 10.50; 12.68; 2019/12/07 23:00
7.81; 11.43; 7.50; 10.56; 12.68; 2019/12/07 23:30
7.81; 11.50; 7.50; 10.56; 12.62; 2019/12/08 00:00
7.81; 11.50; 7.56; 10.62; 12.62; 2019/12/08 00:30
8.00; 11.37; 7.56; 10.56; 12.62; 2019/12/08 01:00
8.00; 11.43; 7.56; 10.68; 12.62; 2019/12/08 01:30
8.00; 11.56; 7.56; 10.75; 12.68; 2019/12/08 02:00
8.12; 11.37; 7.56; 10.62; 12.62; 2019/12/08 02:30
8.25; 11.43; 7.56; 10.62; 12.50; 2019/12/08 03:00
8.18; 11.50; 7.62; 10.62; 12.62; 2019/12/08 03:30
8.37; 11.50; 7.62; 10.68; 12.56; 2019/12/08 04:00
8.68; 11.56; 7.68; 10.62; 12.50; 2019/12/08 04:30
8.62; 11.43; 7.68; 10.62; 12.56; 2019/12/08 05:00
8.56; 11.43; 7.68; 10.62; 12.56; 2019/12/08 05:30
8.87; 11.62; 7.68; 10.68; 12.56; 2019/12/08 06:00
8.81; 11.56; 7.68; 10.68; 12.50; 2019/12/08 06:30
8.81; 11.43; 7.75; 10.62; 12.50; 2019/12/08 07:00
8.93; 11.62; 7.75; 10.62; 12.50; 2019/12/08 07:30
9.00; 11.56; 7.75; 10.68; 12.43; 2019/12/08 08:00
9.18; 11.50; 7.75; 10.62; 12.50; 2019/12/08 08:30
9.25; 11.62; 7.75; 10.81; 12.50; 2019/12/08 09:00
9.12; 11.62; 7.81; 10.81; 12.43; 2019/12/08 09:30
9.12; 11.56; 7.81; 10.75; 12.43; 2019/12/08 10:00
9.00; 11.68; 7.81; 10.81; 12.43; 2019/12/08 10:30
8.75; 11.62; 7.87; 10.81; 12.50; 2019/12/08 11:00
9.06; 11.56; 7.87; 10.81; 12.43; 2019/12/08 11:30
9.18; 11.62; 7.87; 10.81; 12.43; 2019/12/08 12:00
9.18; 11.68; 7.87; 10.75; 12.43; 2019/12/08 12:30
9.37; 11.68; 7.93; 10.87; 12.50; 2019/12/08 13:00
9.43; 11.75; 7.93; 10.93; 12.43; 2019/12/08 13:30
9.50; 11.75; 7.93; 10.87; 12.43; 2019/12/08 14:00
9.62; 11.68; 7.93; 10.93; 12.43; 2019/12/08 14:30
9.25; 11.62; 8.00; 10.87; 12.43; 2019/12/08 15:00
9.12; 11.75; 8.00; 10.81; 12.50; 2019/12/08 15:30
9.18; 11.68; 8.00; 10.87; 12.56; 2019/12/08 16:00
9.00; 11.75; 8.00; 10.87; 12.50; 2019/12/08 16:30
